账期,账单大类,业务大类,业务小类,订单号,子订单号,下单时间,确认收货时间,商品ID,sku,商品名称,数量,单价（元）,订单实际金额（元）,退款单号,退款金额（元）,收/付渠道,业务流水号,商户订单号,打款时间,打款更新时间,备注
20260318	,货款收入	,交易货款	,五金/工具	,4502113346248002426	,4502113346248002426	,2026-03-14 09:48:43	,2026-03-18 14:32:04	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,支付宝	,2026031423001136611454690874	,T200P4502113346248002426	,2026-03-18 14:32:04	,2026-03-18 14:32:04	,	
20260326	,货款收入	,交易货款	,五金/工具	,4502157770016007127	,4502157770016007127	,2026-03-16 15:38:52	,2026-03-26 09:45:06	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,支付宝	,2026031623001143921406443276	,T200P4502157770016007127	,2026-03-26 09:45:06	,2026-03-26 09:45:06	,	
20260331	,货款收入	,交易货款	,五金/工具	,2701753466056011694	,2701753466056011694	,2026-03-19 12:56:53	,2026-03-31 09:33:17	,965517205874	,6016029152234|颜色分类#3B310N 5.0A/20V 【俩电标配】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,3	,1099	,2360	,	,0	,聚合结算账户渠道	,4346502247202603192613819519	,	,2026-03-31 09:33:16	,2026-03-31 09:33:16	,	
20260308	,货款收入	,交易货款	,五金/工具	,5096849007079104420	,5096849007079104420	,2026-03-05 15:02:34	,2026-03-08 17:34:15	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,2	,1199	,1698	,	,0	,支付宝	,2026030523001105171408622160	,T200P5096849007079104420	,2026-03-08 17:34:14	,2026-03-08 17:34:14	,	
20260301	,货款收入	,交易货款	,五金/工具	,3259543729792591871	,3259543729792591871	,2026-02-24 17:19:35	,2026-03-01 11:54:02	,937006851899	,6182111287814|颜色分类#3B310N 5.0A/20V【俩电标配+22*43防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手化工厂石油套筒无刷大扭力轮胎汽修防爆电动工具	,1	,1199	,1189	,	,0	,支付宝	,2026022422001183401416630036	,T200P3259543729792591871	,2026-03-01 11:54:02	,2026-03-01 11:54:00	,	
20260321	,货款收入	,交易货款	,五金/工具	,4502123966121053144	,4502123966121053144	,2026-03-10 18:04:01	,2026-03-21 15:57:33	,941174116084	,6181515206320|颜色分类#3B2.0A/20V 无冲击【俩电标配】[EXDZ-20V/TCA-TQ]	,天旗防爆手电钻工业手持无刷锂电化工厂冲击钻防爆电动工具	,1	,1199	,1009	,	,0	,支付宝	,2026031023001110591434253644	,T200P4502123966121053144	,2026-03-21 15:57:33	,2026-03-21 15:57:33	,	
20260321	,货款收入	,交易货款	,五金/工具	,4502121411025022139	,4502121411025022139	,2026-03-11 15:22:10	,2026-03-21 15:45:57	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,聚合结算账户渠道	,4347202580202603113047113912	,	,2026-03-21 15:45:57	,2026-03-21 15:45:57	,	
20260315	,货款收入	,交易货款	,五金/工具	,3276862069917348252	,3276862069917348252	,2026-03-05 11:55:56	,2026-03-15 16:34:00	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,聚合结算账户渠道	,4320802463202603050739840737	,	,2026-03-15 16:34:00	,2026-03-15 16:34:00	,	
20260313	,货款收入	,交易货款	,五金/工具	,3272996570154911959	,3272996570154911959	,2026-03-03 15:24:10	,2026-03-13 16:18:25	,941174116084	,6181515206321|颜色分类#3B2.0A/20V 有冲击【俩电标配】[EXDZ-20V/TJA-TQ]	,天旗防爆手电钻工业手持无刷锂电化工厂冲击钻防爆电动工具	,2	,1299	,2248	,	,0	,支付宝	,2026030323001135131432211094	,T200P3272996570154911959	,2026-03-13 16:18:25	,2026-03-13 16:18:25	,	
20260328	,货款收入	,交易货款	,其他	,4502148123013094215	,4502148123013094215	,2026-03-16 13:54:14	,2026-03-28 09:06:16	,884576851638	,	,补差价链接【与客服沟通拍下，单排不发货】	,1	,1020	,1020	,	,0	,支付宝	,2026031623001134561435702586	,T200P4502148123013094215	,2026-03-28 09:06:15	,2026-03-28 09:06:15	,	
20260320	,货款收入	,交易货款	,五金/工具	,2701742772023018698	,2701742772023018698	,2026-03-17 10:10:46	,2026-03-20 19:08:02	,965517205874	,6042710468094|颜色分类#3B310N 5.0A/20V 【俩电标配+22*60防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1279	,859	,	,0	,支付宝	,2026031722001191371436806893	,T200P2701742772023018698	,2026-03-20 19:08:02	,2026-03-20 19:08:02	,	
20260310	,货款收入	,交易货款	,五金/工具	,5086090299662059949	,5086090299662059949	,2026-02-27 10:24:09	,2026-03-10 16:48:26	,941174116084	,6181515206321|颜色分类#3B2.0A/20V 有冲击【俩电标配】[EXDZ-20V/TJA-TQ]	,天旗防爆手电钻工业手持无刷锂电化工厂冲击钻防爆电动工具	,12	,1299	,11990.92	,	,0	,支付宝	,2026022722001182261410611716	,T200P5086090299662059949	,2026-03-10 16:48:25	,2026-03-10 16:48:25	,	
20260329	,货款收入	,交易货款	,五金/工具	,4502185452044002133	,4502185452044002133	,2026-03-20 17:29:49	,2026-03-29 19:24:58	,941179280898	,6017078385833|颜色分类#3B4.0A/20V【俩电标配】[EXDC-20V/4.0TJB-TQ]	,天旗防爆电锤工业多功能混凝土大功率冲击钻防爆电动工具	,1	,1099	,949	,	,0	,支付宝	,2026032023001124271419262410	,T200P4502185452044002133	,2026-03-29 19:24:58	,2026-03-29 19:24:58	,	
20260329	,货款收入	,交易货款	,五金/工具	,5094516960305490047	,5094516960305490047	,2026-03-03 17:55:03	,2026-03-29 11:20:40	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,2	,1199	,1698	,	,0	,支付宝	,2026030323001148611401167599	,T200P5094516960305490047	,2026-03-29 11:20:40	,2026-03-29 11:20:40	,	
20260324	,货款收入	,交易货款	,五金/工具	,4502115360259004418	,4502115360259004418	,2026-03-14 12:44:08	,2026-03-24 18:42:08	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,聚合结算账户渠道	,4325002481202603145407244969	,	,2026-03-24 18:42:07	,2026-03-24 18:42:07	,	
20260327	,货款收入	,交易货款	,五金/工具	,2701732261012018286	,2701732261012018286	,2026-03-14 21:01:01	,2026-03-27 14:20:12	,965517205874	,6016029152230|颜色分类#3B900N 7.5A/21V【俩电标配+22*60防爆套筒】[YPEX-DBS/90CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,2	,2999	,5348	,	,0	,支付宝	,2026031422001153171431186927	,T200P2701732261012018286	,2026-03-27 14:20:11	,2026-03-27 14:20:11	,	
20260322	,货款收入	,交易货款	,五金/工具	,4502127278180008337	,4502127278180008337	,2026-03-12 10:32:23	,2026-03-22 11:23:32	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,聚合结算账户渠道	,4351102244202603126214647580	,	,2026-03-22 11:23:32	,2026-03-22 11:23:32	,	
20260322	,货款收入	,交易货款	,五金/工具	,4502119359153033336	,4502119359153033336	,2026-03-11 21:43:23	,2026-03-22 10:31:24	,965517205874	,6016029152235|颜色分类#3B310N 4.0A/20V 【俩电标配+22*42防爆套筒】[YPEX-DBS/4.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1099	,829	,	,0	,聚合结算账户渠道	,4337302583202603115329661416	,	,2026-03-22 10:31:24	,2026-03-22 10:31:24	,	
20260320	,货款收入	,交易货款	,五金/工具	,4502119609089106427	,4502119609089106427	,2026-03-09 19:26:08	,2026-03-20 10:47:30	,941174116084	,6181515206318|颜色分类#3B2.0A/20V 无冲击【一电标配】[EXDZ-20V/TCA-TQ]	,天旗防爆手电钻工业手持无刷锂电化工厂冲击钻防爆电动工具	,2	,999	,1638	,	,0	,支付宝	,2026030923001141821447515936	,T200P4502119609089106427	,2026-03-20 10:47:29	,2026-03-20 10:47:29	,	
20260312	,货款收入	,交易货款	,五金/工具	,3267139836710646694	,3267139836710646694	,2026-02-28 12:51:03	,2026-03-12 10:14:23	,937006851899	,6182111287816|颜色分类#3B900N 7.5A/21V【俩电标配+22*60防爆套筒】[YPEX-DBS/90CGB-TQ]	,天旗防爆电动扳手化工厂石油套筒无刷大扭力轮胎汽修防爆电动工具	,2	,2999	,5308	,	,0	,支付宝	,2026022822001153171420773938	,T200P3267139836710646694	,2026-03-12 10:14:22	,2026-03-12 10:14:22	,	
20260326	,货款收入	,交易货款	,五金/工具	,2701723656019077684	,2701723656019077684	,2026-03-15 14:33:29	,2026-03-26 11:23:13	,969718512269	,6015750557573|颜色分类#3B防爆相机基础款[EXSY-2000-P1-TQ]	,天旗 防爆数码相机工业4K高清防抖录像摄影连拍高像素防爆照相机	,1	,999	,799	,	,0	,支付宝	,2026031522001171991414833652	,T200P2701723656019077684	,2026-03-26 11:23:13	,2026-03-26 11:23:13	,	
20260330	,货款收入	,交易货款	,五金/工具	,3267704317790723490	,3267704317790723490	,2026-02-28 18:22:33	,2026-03-30 16:05:59	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,聚合结算账户渠道	,4311102261202602287268029176	,	,2026-03-30 16:05:59	,2026-03-30 16:05:59	,	
